"node","mean","lo","hi","p_gt_0"
6,1.82894038083688,-2.57987724391579,7.11413522781632,0.776
2,-0.295477398138949,-6.82002842501428,5.20199132684144,0.4821
5,0.692310097165807,-3.66586871979076,5.16967317332601,0.6429
7,2.7599988647183,-1.66685415729426,10.7326193005713,0.8291
